diagonal_001_50.csv,diagonal_002_50.csv,38920624,361552445,21.15632597
diagonal_001_50.csv,diagonal_003_50.csv,28926736,293792873,15.775019403000002
diagonal_001_50.csv,gaussian_001_50.csv,8963923,265174033,20.044890057
diagonal_001_50.csv,gaussian_002_50.csv,5508391,212402290,12.628532147000001
diagonal_001_50.csv,gaussian_003_50.csv,4990980,166047564,14.517686283000002
diagonal_001_50.csv,uniform_001_50.csv,2920738,85235253,18.415557739
diagonal_001_50.csv,uniform_002_50.csv,1355075,48663589,10.719811669
diagonal_001_50.csv,uniform_003_50.csv,1406885,59254421,13.104572324000001
diagonal_002_50.csv,diagonal_003_50.csv,51205303,391850236,15.983568636000001
diagonal_002_50.csv,gaussian_001_50.csv,12849651,322069166,19.588125587
diagonal_002_50.csv,gaussian_002_50.csv,7820996,280299024,14.494380014
diagonal_002_50.csv,gaussian_003_50.csv,7114266,222158737,13.465051196000001
diagonal_002_50.csv,uniform_001_50.csv,4348053,119278642,18.492236301000002
diagonal_002_50.csv,uniform_002_50.csv,2011741,67662211,10.318532048
diagonal_002_50.csv,uniform_003_50.csv,2115160,82589509,11.149539933000002
diagonal_003_50.csv,gaussian_001_50.csv,10026340,299077786,17.080156744
diagonal_003_50.csv,gaussian_002_50.csv,6045984,235647141,10.889196817
diagonal_003_50.csv,gaussian_003_50.csv,5575434,186974234,11.150147819
diagonal_003_50.csv,uniform_001_50.csv,3454075,101592646,15.129677627000001
diagonal_003_50.csv,uniform_002_50.csv,1592839,57615949,10.479000789
diagonal_003_50.csv,uniform_003_50.csv,1650296,70362360,13.162768307
gaussian_001_50.csv,gaussian_002_50.csv,44442612,1118442893,18.919499057
gaussian_001_50.csv,gaussian_003_50.csv,40098473,1003511893,18.949708272000002
gaussian_001_50.csv,uniform_001_50.csv,8259671,167969670,18.952624775
gaussian_001_50.csv,uniform_002_50.csv,3841754,100701045,17.598868673000002
gaussian_001_50.csv,uniform_003_50.csv,4036206,110217062,18.192403101
gaussian_002_50.csv,gaussian_003_50.csv,24583839,792314046,11.86053349
gaussian_002_50.csv,uniform_001_50.csv,5172339,141954984,18.390870125000003
gaussian_002_50.csv,uniform_002_50.csv,2388943,80340581,10.125510822
gaussian_002_50.csv,uniform_003_50.csv,2472780,97473417,11.449839572
gaussian_003_50.csv,uniform_001_50.csv,4544164,111250093,16.513401814
gaussian_003_50.csv,uniform_002_50.csv,2113592,63139579,9.053610500000001
gaussian_003_50.csv,uniform_003_50.csv,2239798,76578446,9.643105228000001
uniform_001_50.csv,uniform_002_50.csv,3403286,87628148,17.046950688000003
uniform_001_50.csv,uniform_003_50.csv,3654275,107339016,17.921138379000002
uniform_002_50.csv,uniform_003_50.csv,1682320,60678121,10.848146432
