diagonal_001_20.csv,diagonal_002_20.csv,18623794,114204815,15.091897252
diagonal_001_20.csv,diagonal_003_20.csv,31365869,274437376,11.594573344
diagonal_001_20.csv,gaussian_001_20.csv,2523288,75113980,10.683017395
diagonal_001_20.csv,gaussian_002_20.csv,1903665,72097297,10.343734096
diagonal_001_20.csv,gaussian_003_20.csv,2821037,83730945,7.8005197950000005
diagonal_001_20.csv,uniform_001_20.csv,553334,201095353,10.559998072
diagonal_001_20.csv,uniform_002_20.csv,1144887,39953855,6.203098204000001
diagonal_001_20.csv,uniform_003_20.csv,721098,23023112,7.57844718
diagonal_002_20.csv,diagonal_003_20.csv,32089801,332746861,9.690471785
diagonal_002_20.csv,gaussian_001_20.csv,2432753,78346277,6.3672971910000005
diagonal_002_20.csv,gaussian_002_20.csv,1812374,75288512,7.5963593860000005
diagonal_002_20.csv,gaussian_003_20.csv,2747150,87606030,5.791217436
diagonal_002_20.csv,uniform_001_20.csv,500172,201109991,7.81748417
diagonal_002_20.csv,uniform_002_20.csv,1051382,44137575,6.775322813000001
diagonal_002_20.csv,uniform_003_20.csv,660802,212903258,7.421244655000001
diagonal_003_20.csv,gaussian_001_20.csv,6337624,195174933,8.771664748000001
diagonal_003_20.csv,gaussian_002_20.csv,4778940,187104985,8.655529186
diagonal_003_20.csv,gaussian_003_20.csv,7150475,218656717,9.501373073
diagonal_003_20.csv,uniform_001_20.csv,1297268,57754833,6.2126368880000005
diagonal_003_20.csv,uniform_002_20.csv,2718158,108839452,8.216103276
diagonal_003_20.csv,uniform_003_20.csv,1704554,61787821,6.073951979
gaussian_001_20.csv,gaussian_002_20.csv,9031709,298024983,6.987749165
gaussian_001_20.csv,gaussian_003_20.csv,13279334,373134278,7.908642428
gaussian_001_20.csv,uniform_001_20.csv,849043,29639876,4.535112979
gaussian_001_20.csv,uniform_002_20.csv,1786045,56174878,7.308265474000001
gaussian_001_20.csv,uniform_003_20.csv,1118446,31825435,4.738278271
gaussian_002_20.csv,gaussian_003_20.csv,10276091,331764854,6.418036285
gaussian_002_20.csv,uniform_001_20.csv,629340,28530390,4.292346502
gaussian_002_20.csv,uniform_002_20.csv,1351914,54108333,6.638012048
gaussian_002_20.csv,uniform_003_20.csv,864404,30599860,5.448020372
gaussian_003_20.csv,uniform_001_20.csv,966375,33410680,4.629102055000001
gaussian_003_20.csv,uniform_002_20.csv,2010635,63333775,5.972016964000001
gaussian_003_20.csv,uniform_003_20.csv,1248775,35848782,4.492794079
uniform_001_20.csv,uniform_002_20.csv,1009812,44619191,6.072587729
uniform_001_20.csv,uniform_003_20.csv,647636,214606015,8.121411613000001
uniform_002_20.csv,uniform_003_20.csv,1343293,47721996,5.431937986
