14,1,1,4,7,3,16,8,16,15,51,14,3,4,4,5
1,0,3,11,3,5,6,2,9,25,43,9,10,13,1,3
0,1,1,1,2,2,12,21,42,33,21,10,6,5,8,11
7,3,0,6,11,3,19,36,18,1,5,9,13,4,5,5
9,2,1,0,1,3,47,9,11,2,4,4,12,6,1,1
21,5,7,7,5,3,55,24,8,3,7,30,38,9,9,4
62,24,16,11,7,19,27,11,75,42,29,7,12,16,31,26
41,16,13,4,9,6,19,9,46,33,9,7,22,38,2,3
135,85,26,7,20,32,54,62,31,14,2,6,16,3,15,13
70,18,10,12,6,13,12,23,57,67,16,12,15,39,14,136
34,6,4,11,2,11,21,23,41,22,11,4,1,5,17,70
74,22,34,16,10,1,39,18,57,82,20,2,1,4,8,28
84,148,52,115,140,179,295,144,133,154,25,4,7,6,8,17
170,186,43,67,32,82,223,297,102,160,18,20,42,103,183,853
71,113,12,11,1,1,6,1,43,6,2,9,58,97,37,1047
112,37,11,12,2,4,5,9,87,13,1,19,67,140,131,382
