2630,441,210,963,6725,17104,6915,1426,1015,717,2200,1848,96,38,55,72,14,3908,1152,1669,622,1790,562,359,360,253,93,262,22062,35156,36515,24304
2396,135,115,1083,1010,3981,1948,945,1965,1187,887,656,560,45,70,85,62,1581,1600,2349,3588,5946,258,173,354,369,105,403,2003,131,191,2309
1976,117,59,679,687,4557,3584,37,29,243,145,1081,342,101,39,98,616,3418,1181,4536,5878,3202,526,219,1187,925,2091,1896,6383,857,1456,7317
3694,643,206,1454,1851,3555,1078,48,68,110,48,113,27,254,115,44,164,623,1305,4197,1097,1762,204,14,218,800,1016,100,212,142,39,1614
5379,2274,528,2834,1401,2302,342,31,224,102,38,91,208,300,42,20,172,778,780,701,834,1437,274,48,527,3158,1677,196,286,212,70,1309
7994,4175,2495,283,120,1304,1307,53,244,439,25,419,222,155,144,203,212,314,124,847,3675,1220,135,202,2467,3279,3629,2555,4075,1190,1038,8808
18861,4354,3047,721,533,4389,2522,88,357,561,1395,2527,112,92,5,98,419,171,245,805,314,62,109,426,1550,1227,887,3612,16546,6135,18357,7107
2207,6032,9195,4968,10804,8852,3182,140,56,29,500,292,76,105,17,101,586,787,950,812,330,69,102,65,761,733,1034,2917,3241,1069,3925,2864
1822,6526,3812,4596,3749,5442,1388,101,32,46,728,385,923,2249,1007,461,1080,3930,5392,3927,107,119,91,206,268,281,739,548,4514,62,1084,9064
4024,2282,3784,5075,2416,14422,4264,126,22,172,778,2402,1519,1031,385,110,213,6034,6266,8727,717,300,409,1439,2009,131,203,6110,7295,5862,4528,49294
1836,2487,6550,10610,1315,3422,3214,588,335,120,358,1121,2834,2377,1283,297,166,9596,8314,2028,523,137,236,1224,7166,1410,1400,6824,9910,8941,2091,10077
546,994,213,182,643,219,56,459,185,199,97,123,840,1911,616,495,386,392,3864,709,143,255,424,407,3946,86,349,1104,712,43,311,1548
336,337,80,215,648,185,613,1355,759,727,82,73,1283,1621,1483,349,136,82,160,698,28,56,45,4,420,494,305,1759,286,70,15,82
271,492,147,194,173,379,465,1627,1057,1698,687,202,1872,5085,1093,872,278,12,157,215,2,7,163,31,245,806,112,1351,307,253,1632,1221
4293,868,1469,202,1748,1573,1809,4219,340,1783,444,1339,4478,4437,1787,1073,455,587,925,184,21,86,68,22,1029,453,117,398,183,109,239,57
1507,481,845,102,642,465,1089,1146,23,60,30,20,94,15,21,36,215,205,711,141,600,223,442,1015,1426,711,227,277,217,130,74,4
256,145,109,102,48,151,109,168,23,7,7,7,16,4,55,178,452,339,575,42,62,6,39,238,139,445,86,84,41,62,68,12
575,18,34,34,28,467,651,371,8,3,3,19,86,24,73,15,1662,806,1230,136,270,63,80,67,137,491,666,932,173,96,349,465
159,43,48,53,32,181,233,892,27,5,1,7,20,1,25,7,573,280,366,398,204,38,20,208,353,53,65,12,3,66,39,92
625,14,93,48,39,82,347,120,23,2,2,5,41,2,11,15,473,143,33,141,184,68,10,125,145,85,59,72,21,85,82,126
271,139,123,58,9,67,297,282,627,186,7,2,15,18,84,16,964,57,262,371,29,65,2,2,27,53,64,22,7,8,15,43
25,52,75,26,9,141,141,240,259,82,1,8,6,18,19,10,173,115,277,201,8,17,1,1,21,412,535,4,4,7,65,41
56,67,350,186,67,135,231,435,487,31,4,1,3,13,16,2,197,47,705,423,39,14,3,1,70,877,374,90,165,149,32,86
30,7,67,39,9,17,9,314,707,337,25,58,110,460,262,11,249,411,795,419,256,69,1053,3202,118,1446,214,158,1234,1651,204,459
61,54,18,32,5,14,3,363,588,393,82,54,157,169,165,16,163,284,379,27,39,26,1088,1874,40,93,19,106,2086,1381,299,399
137,71,17,5,2,9,34,136,430,298,79,314,236,1352,367,69,199,579,1895,25,162,130,2254,2969,138,218,127,586,918,1548,392,495
186,158,74,12,1,2,23,32,19,2,13,189,55,274,83,24,126,150,169,22,96,16,51,1128,152,40,68,296,2098,4185,2339,3309
24,29,8,4,1,5,15,68,7,1,39,42,58,186,119,62,402,420,1064,220,355,107,110,1388,230,41,63,45,167,95,65,317
241,67,63,40,17,88,264,238,3,1,4,8,39,86,80,54,138,84,197,196,125,185,234,2889,647,286,610,267,1163,49,160,927
540,142,19,47,18,37,160,863,3,9,26,33,25,105,510,133,139,2,904,1672,1737,561,239,3551,1447,3848,1314,986,9165,507,2487,2598
3349,6492,318,139,151,382,1188,1997,74,335,966,5397,1188,4085,5546,3116,497,13054,15635,65,4288,1432,149,276,1136,6102,4900,1029,6000,495,5963,12196
15215,12594,331,185,164,1009,638,629,52,613,3319,2217,3005,12577,5397,2603,2070,4544,7925,5585,4017,812,529,474,1605,3991,7428,512,9276,11181,15240,4306
